,Long,Lat,,
1/2/2015,23:00:00,119.50,0.737274706,73.72747064
1/3/2015,0:00:00,117.70,0.724995732,72.49957323
1/3/2015,1:00:00,116.90,0.71144253,71.14425302
1/3/2015,2:00:00,114.90,0.67469871,67.46987104
1/3/2015,3:00:00,109.90,0.608632267,60.86322665
1/3/2015,4:00:00,106.00,0.558698893,55.86988926
1/3/2015,5:00:00,101.50,0.544594646,54.45946455
1/3/2015,6:00:00,95.50,0.553179622,55.31796217
1/3/2015,7:00:00,91.70,0.568007708,56.80077076
1/3/2015,8:00:00,95.00,0.579503357,57.95033574
1/3/2015,9:00:00,97.40,0.533438623,53.3438623
1/3/2015,10:00:00,97.40,0.519044995,51.90449953
1/3/2015,11:00:00,97.00,0.527961433,52.79614329
1/3/2015,12:00:00,97.80,0.564986944,56.49869442
1/3/2015,13:00:00,101.60,0.606584311,60.65843105
1/3/2015,14:00:00,105.60,0.63120836,63.12083602
1/3/2015,15:00:00,110.30,0.622688234,62.26882339
1/3/2015,16:00:00,114.30,0.60746485,60.74648499
1/3/2015,17:00:00,115.30,0.59968853,59.968853
1/3/2015,18:00:00,118.00,0.577067137,57.70671368
1/3/2015,19:00:00,118.50,0.559115887,55.91158867
1/3/2015,20:00:00,115.00,0.552685976,55.2685976
1/3/2015,21:00:00,113.10,0.527342975,52.73429751
1/3/2015,22:00:00,110.00,0.507537842,50.75378418
1/3/2015,23:00:00,106.80,0.466455489,46.64554894
1/4/2015,0:00:00,104.10,0.423359245,42.33592451
1/4/2015,1:00:00,100.90,0.390425801,39.04258013
1/4/2015,2:00:00,95.90,0.354148,35.41480005
1/4/2015,3:00:00,88.60,0.329502106,32.95021057
1/4/2015,4:00:00,81.50,0.316771924,31.67719245
1/4/2015,5:00:00,75.40,0.298162013,29.81620133
1/4/2015,6:00:00,72.30,0.271765947,27.17659473
1/4/2015,7:00:00,71.00,0.246068701,24.60687011
1/4/2015,8:00:00,68.20,0.23099108,23.09910804
1/4/2015,9:00:00,65.00,0.224818125,22.48181254
1/4/2015,10:00:00,62.00,0.234133109,23.41331095
1/4/2015,11:00:00,60.00,0.239599735,23.95997345
1/4/2015,12:00:00,59.70,0.239928618,23.99286181
1/4/2015,13:00:00,59.20,0.244246647,24.42466468
1/4/2015,14:00:00,58.40,0.249974445,24.99744445
1/4/2015,15:00:00,58.50,0.261329681,26.13296807
1/4/2015,16:00:00,60.30,0.278411537,27.84115374
1/4/2015,17:00:00,63.10,0.294607013,29.46070135
1/4/2015,18:00:00,66.50,0.310980827,31.09808266
1/4/2015,19:00:00,68.50,0.325527549,32.55275488
1/4/2015,20:00:00,70.60,0.330959618,33.09596181
1/4/2015,21:00:00,74.40,0.342337251,34.23372507
1/4/2015,22:00:00,78.30,0.361788243,36.17882431
1/4/2015,23:00:00,83.50,0.374036402,37.40364015
1/5/2015,0:00:00,86.80,0.385003239,38.50032389
1/5/2015,1:00:00,88.60,0.388970166,38.89701664
1/5/2015,2:00:00,89.30,0.385492563,38.54925632
1/5/2015,3:00:00,88.70,0.378647089,37.8647089
1/5/2015,4:00:00,87.30,0.367364824,36.73648238
1/5/2015,5:00:00,83.20,0.356534779,35.65347791
1/5/2015,6:00:00,80.60,0.351191014,35.11910141
1/5/2015,7:00:00,76.00,0.347920716,34.79207158
1/5/2015,8:00:00,73.10,0.324959189,32.49591887
1/5/2015,9:00:00,70.30,0.293048501,29.3048501
1/5/2015,10:00:00,65.90,0.264015824,26.40158236
1/5/2015,11:00:00,61.60,0.229609892,22.96098918
1/5/2015,12:00:00,57.30,0.200540259,20.05402595
1/5/2015,13:00:00,53.50,0.17615585,17.61558503
1/5/2015,14:00:00,49.80,0.148009092,14.80090916
1/5/2015,15:00:00,48.40,0.126527414,12.65274137
1/5/2015,16:00:00,46.40,0.106580593,10.65805927
1/5/2015,17:00:00,46.30,0.088478178,8.847817779
1/5/2015,18:00:00,46.20,0.077714041,7.771404088
1/5/2015,19:00:00,45.40,0.071966477,7.196647674
1/5/2015,20:00:00,45.20,0.074609473,7.460947335
1/5/2015,21:00:00,45.70,0.086226001,8.622600138
1/5/2015,22:00:00,48.90,0.097098164,9.709816426
1/5/2015,23:00:00,53.70,0.109646223,10.96462235
1/6/2015,0:00:00,57.20,0.127086118,12.70861179
1/6/2015,1:00:00,59.30,0.142267734,14.22677338
1/6/2015,2:00:00,60.80,0.159003451,15.90034515
1/6/2015,3:00:00,62.40,0.177868858,17.7868858
1/6/2015,4:00:00,63.20,0.196061537,19.60615367
1/6/2015,5:00:00,64.20,0.209290743,20.92907429
1/6/2015,6:00:00,64.70,0.217024922,21.70249224
1/6/2015,7:00:00,63.70,0.222792,22.27919996
1/6/2015,8:00:00,62.60,0.225490928,22.54909277
1/6/2015,9:00:00,60.80,0.226019576,22.60195762
1/6/2015,10:00:00,60.30,0.224273011,22.42730111
1/6/2015,11:00:00,59.40,0.217755571,21.7755571
1/6/2015,12:00:00,58.60,0.211198047,21.11980468
1/6/2015,13:00:00,56.90,0.196816325,19.68163252
1/6/2015,14:00:00,55.40,0.176968589,17.69685894
1/6/2015,15:00:00,53.90,0.155453756,15.54537565
1/6/2015,16:00:00,52.20,0.134116024,13.41160238
1/6/2015,17:00:00,51.00,0.119647875,11.96478754
1/6/2015,18:00:00,49.20,0.10904412,10.90441197
1/6/2015,19:00:00,47.80,0.105289921,10.52899212
1/6/2015,20:00:00,47.20,0.108273596,10.82735956
1/6/2015,21:00:00,48.50,0.11242342,11.242342
1/6/2015,22:00:00,49.40,0.120083474,12.00834736
1/6/2015,23:00:00,50.90,0.129605979,12.96059787
1/7/2015,0:00:00,52.30,0.143180713,14.31807131
1/7/2015,1:00:00,53.50,0.148507535,14.85075355
1/7/2015,2:00:00,55.80,0.155752316,15.57523161
1/7/2015,3:00:00,57.00,0.173894167,17.38941669
1/7/2015,4:00:00,58.20,0.18226397,18.22639704
1/7/2015,5:00:00,58.80,0.188267022,18.82670224
1/7/2015,6:00:00,59.40,0.188980311,18.89803112
1/7/2015,7:00:00,60.10,0.187974438,18.79744381
1/7/2015,8:00:00,61.00,0.199564368,19.95643675
1/7/2015,9:00:00,61.10,0.205150515,20.51505148
1/7/2015,10:00:00,60.60,0.210539058,21.05390579
1/7/2015,11:00:00,60.30,0.213505358,21.35053575
1/7/2015,12:00:00,59.60,0.213831022,21.38310224
1/7/2015,13:00:00,60.20,0.207242668,20.72426677
1/7/2015,14:00:00,60.50,0.213007271,21.30072713
1/7/2015,15:00:00,59.90,0.209091961,20.90919614
1/7/2015,16:00:00,57.50,0.199406147,19.9406147
1/7/2015,17:00:00,56.40,0.188748822,18.87488216
1/7/2015,18:00:00,55.50,0.170243964,17.02439636
1/7/2015,19:00:00,54.80,0.144002274,14.40022737
1/7/2015,20:00:00,55.70,0.135958344,13.59583437
1/7/2015,21:00:00,56.60,0.127972454,12.79724538
1/7/2015,22:00:00,58.20,0.118309438,11.83094382
1/7/2015,23:00:00,56.80,0.109693386,10.96933857
1/8/2015,0:00:00,55.00,0.102022193,10.20221934
1/8/2015,1:00:00,56.30,0.079144932,7.914493233
1/8/2015,2:00:00,55.30,0.086636871,8.66368711
1/8/2015,3:00:00,53.50,0.083688013,8.368801326
1/8/2015,4:00:00,53.50,0.088102952,8.810295165
1/8/2015,5:00:00,50.90,0.097332604,9.733260423
1/8/2015,6:00:00,49.90,0.120499529,12.04995289
1/8/2015,7:00:00,50.80,0.121918932,12.19189316
1/8/2015,8:00:00,52.10,0.143823385,14.38233852
1/8/2015,9:00:00,52.40,0.153861746,15.38617462
1/8/2015,10:00:00,52.40,0.180288211,18.02882105
1/8/2015,11:00:00,52.10,0.219323322,21.93233222
1/8/2015,12:00:00,55.60,0.273775339,27.37753391
1/8/2015,13:00:00,58.70,0.319742411,31.97424114
1/8/2015,14:00:00,63.20,0.366223633,36.62236333
1/8/2015,15:00:00,68.70,0.410662472,41.06624722
1/8/2015,16:00:00,73.90,0.425176978,42.51769781
1/8/2015,17:00:00,79.10,0.438864768,43.88647676
1/8/2015,18:00:00,80.00,0.455495805,45.54958045
1/8/2015,19:00:00,81.10,0.459752649,45.97526491
1/8/2015,20:00:00,83.10,0.450852245,45.08522451
1/8/2015,21:00:00,84.40,0.432161748,43.21617484
1/8/2015,22:00:00,84.30,0.394167006,39.4167006
1/8/2015,23:00:00,84.20,0.35498786,35.49878597
1/9/2015,0:00:00,82.10,0.300581396,30.05813956
1/9/2015,1:00:00,79.00,0.236567944,23.65679443
1/9/2015,2:00:00,73.70,0.163370669,16.33706689
1/9/2015,3:00:00,66.00,0.103894569,10.3894569
1/9/2015,4:00:00,59.30,0.046469949,4.646994919
1/9/2015,5:00:00,51.40,-0.001791484,-0.179148442
1/9/2015,6:00:00,45.30,-0.03815927,-3.815926984
1/9/2015,7:00:00,40.10,-0.057083547,-5.708354712
1/9/2015,8:00:00,34.20,-0.056645412,-5.6645412
1/9/2015,9:00:00,31.50,-0.036627658,-3.662765771
1/9/2015,10:00:00,30.40,0.005489806,0.548980618
1/9/2015,11:00:00,32.90,0.059098538,5.909853801
1/9/2015,12:00:00,37.00,0.123671994,12.36719936
1/9/2015,13:00:00,43.30,0.192171395,19.21713948
1/9/2015,14:00:00,50.40,0.24645403,24.64540303
1/9/2015,15:00:00,58.70,0.28861478,28.86147797
1/9/2015,16:00:00,67.40,0.328370571,32.83705711
1/9/2015,17:00:00,73.70,0.367959559,36.7959559
1/9/2015,18:00:00,79.30,0.397192508,39.7192508
1/9/2015,19:00:00,83.50,0.397135168,39.71351683
1/9/2015,20:00:00,87.10,0.373258352,37.32583523
1/9/2015,21:00:00,85.90,0.335992157,33.59921575
1/9/2015,22:00:00,82.70,0.30717364,30.71736395
1/9/2015,23:00:00,79.10,0.292872965,29.28729653
1/10/2015,0:00:00,77.00,0.285141051,28.51410508
1/10/2015,1:00:00,75.00,0.286080718,28.6080718
1/10/2015,2:00:00,71.60,0.289683074,28.96830738
1/10/2015,3:00:00,69.70,0.287043899,28.70438993
1/10/2015,4:00:00,70.70,0.271860898,27.18608975
1/10/2015,5:00:00,72.20,0.247733131,24.77331311
1/10/2015,6:00:00,69.40,0.233724818,23.37248176
1/10/2015,7:00:00,66.80,0.224006742,22.40067422
1/10/2015,8:00:00,64.30,0.225826293,22.58262932
1/10/2015,9:00:00,63.80,0.231607541,23.16075414
1/10/2015,10:00:00,63.90,0.228822559,22.88225591
1/10/2015,11:00:00,64.70,0.227443472,22.74434716
1/10/2015,12:00:00,66.70,0.227332741,22.7332741
1/10/2015,13:00:00,67.60,0.226927355,22.69273549
1/10/2015,14:00:00,67.70,0.211201668,21.12016678
1/10/2015,15:00:00,66.30,0.173581317,17.35813171
1/10/2015,16:00:00,64.40,0.13114737,13.11473697
1/10/2015,17:00:00,60.80,0.100655861,10.06558612
1/10/2015,18:00:00,56.90,0.093023427,9.302342683
1/10/2015,19:00:00,53.70,0.088766582,8.876658231
1/10/2015,20:00:00,53.00,0.086472459,8.647245914
1/10/2015,21:00:00,53.10,0.101363905,10.13639048
1/10/2015,22:00:00,52.40,0.147250131,14.72501308
1/10/2015,23:00:00,51.00,0.189446077,18.94460768
1/11/2015,0:00:00,51.10,0.240549237,24.05492365
1/11/2015,1:00:00,54.90,0.292121351,29.21213508
1/11/2015,2:00:00,59.40,0.360221863,36.02218628
1/11/2015,3:00:00,67.30,0.439006597,43.90065968
1/11/2015,4:00:00,76.60,0.49328959,49.32895899
1/11/2015,5:00:00,85.90,0.533722579,53.37225795
1/11/2015,6:00:00,93.30,0.580211997,58.0211997
1/11/2015,7:00:00,97.60,0.611423552,61.1423552
1/11/2015,8:00:00,101.50,0.613295257,61.32952571
1/11/2015,9:00:00,105.00,0.588967025,58.89670253
1/11/2015,10:00:00,107.00,0.54712218,54.71221805
1/11/2015,11:00:00,107.40,0.535951018,53.59510183
1/11/2015,12:00:00,104.70,0.536460161,53.64601612
1/11/2015,13:00:00,101.30,0.530587196,53.05871964
1/11/2015,14:00:00,98.70,0.495646447,49.56464469
1/11/2015,15:00:00,95.70,0.414403796,41.44037962
1/11/2015,16:00:00,90.90,0.298775941,29.87759411
1/11/2015,17:00:00,81.90,0.196871668,19.68716681
1/11/2015,18:00:00,74.10,0.110452667,11.04526669
1/11/2015,19:00:00,65.50,0.061734315,6.173431501
1/11/2015,20:00:00,57.40,0.030214986,3.021498583
1/11/2015,21:00:00,52.90,0.023573862,2.357386239
1/11/2015,22:00:00,49.80,0.028318504,2.831850387
1/11/2015,23:00:00,50.20,0.03711801,3.711801022
1/12/2015,0:00:00,50.40,0.056034099,5.603409931
1/12/2015,1:00:00,51.00,0.088232622,8.823262155
1/12/2015,2:00:00,53.20,0.137415901,13.74159008
1/12/2015,3:00:00,59.50,0.199654892,19.96548921
1/12/2015,4:00:00,67.00,0.267820954,26.78209543
1/12/2015,5:00:00,74.20,0.333199352,33.3199352
1/12/2015,6:00:00,82.50,0.383425772,38.34257722
1/12/2015,7:00:00,89.00,0.431412578,43.14125776
1/12/2015,8:00:00,95.70,0.466333658,46.63336575
1/12/2015,9:00:00,99.00,0.495490313,49.54903126
1/12/2015,10:00:00,100.50,0.533948898,53.39488983
1/12/2015,11:00:00,102.40,0.561993003,56.19930029
1/12/2015,12:00:00,105.70,0.576938748,57.69387484
1/12/2015,13:00:00,108.70,0.573846459,57.38464594
1/12/2015,14:00:00,109.30,0.553180099,55.31800985
1/12/2015,15:00:00,107.40,0.521173894,52.11738944
1/12/2015,16:00:00,104.30,0.483162642,48.31626415
1/12/2015,17:00:00,100.10,0.454027891,45.40278912
1/12/2015,18:00:00,94.20,0.422163904,42.21639037
1/12/2015,19:00:00,89.00,0.39397034,39.39703405
1/12/2015,20:00:00,88.00,0.377548993,37.75489926
1/12/2015,21:00:00,85.80,0.366493672,36.64936721
1/12/2015,22:00:00,83.90,0.362806469,36.28064692
1/12/2015,23:00:00,81.20,0.373426318,37.34263182
1/13/2015,0:00:00,79.10,0.418826103,41.88261032
1/13/2015,1:00:00,79.50,0.469939679,46.99396789
1/13/2015,2:00:00,80.80,0.563062131,56.30621314
1/13/2015,3:00:00,84.00,0.633988857,63.39888573
1/13/2015,4:00:00,90.90,0.626195788,62.61957884
1/13/2015,5:00:00,101.00,0.625530183,62.55301833
1/13/2015,6:00:00,105.30,0.627116084,62.71160841
1/13/2015,7:00:00,105.20,0.662931085,66.29310846
1/13/2015,8:00:00,105.50,0.74261719,74.26171899
1/13/2015,9:00:00,108.90,0.764441073,76.44410729
1/13/2015,10:00:00,116.40,0.767457664,76.7457664
1/13/2015,11:00:00,120.90,0.759094477,75.90944767
1/13/2015,12:00:00,125.30,0.730482101,73.04821014
1/13/2015,13:00:00,123.70,0.695312202,69.5312202
1/13/2015,14:00:00,119.70,0.643377244,64.33772445
1/13/2015,15:00:00,116.10,0.56179589,56.17958903
1/13/2015,16:00:00,110.50,0.477003992,47.70039916
1/13/2015,17:00:00,106.90,0.408134162,40.81341624
1/13/2015,18:00:00,101.90,0.337421387,33.74213874
1/13/2015,19:00:00,95.40,0.272089154,27.20891535
1/13/2015,20:00:00,89.50,0.197925344,19.79253441
1/13/2015,21:00:00,80.70,0.133060038,13.30600381
1/13/2015,22:00:00,71.40,0.095392972,9.539297223
1/13/2015,23:00:00,63.20,0.086321414,8.632141352
1/14/2015,0:00:00,59.90,0.11417193,11.41719297
1/14/2015,1:00:00,58.40,0.144906089,14.49060887
1/14/2015,2:00:00,58.80,0.203274116,20.32741159
1/14/2015,3:00:00,62.50,0.272229612,27.22296119
1/14/2015,4:00:00,67.50,0.35405615,35.40561497
1/14/2015,5:00:00,76.70,0.412581533,41.25815332
1/14/2015,6:00:00,84.50,0.443862855,44.38628554
1/14/2015,7:00:00,89.40,0.455653995,45.56539953
1/14/2015,8:00:00,90.80,0.466978997,46.6978997
1/14/2015,9:00:00,94.50,0.506974757,50.69747567
1/14/2015,10:00:00,99.50,0.550805449,55.08054495
1/14/2015,11:00:00,102.50,0.588113546,58.81135464
1/14/2015,12:00:00,108.30,0.63086164,63.086164
1/14/2015,13:00:00,112.50,0.639185488,63.91854882
1/14/2015,14:00:00,114.10,0.614180446,61.41804457
1/14/2015,15:00:00,112.70,0.57273978,57.27397799
1/14/2015,16:00:00,106.50,0.516187668,51.61876678
1/14/2015,17:00:00,102.10,0.469927341,46.99273407
1/14/2015,18:00:00,96.50,0.443484217,44.34842169
1/14/2015,19:00:00,94.00,0.409628302,40.96283019
1/14/2015,20:00:00,90.20,0.373045117,37.30451167
1/14/2015,21:00:00,86.90,0.341737688,34.17376876
1/14/2015,22:00:00,81.60,0.306655973,30.66559732
1/14/2015,23:00:00,76.70,0.286527008,28.65270078
1/15/2015,0:00:00,72.20,0.282491803,28.24918032
1/15/2015,1:00:00,71.20,0.282853842,28.28538418
1/15/2015,2:00:00,72.80,0.280487418,28.04874182
1/15/2015,3:00:00,74.70,0.287015676,28.70156765
1/15/2015,4:00:00,75.40,0.29809761,29.80976105
1/15/2015,5:00:00,75.70,0.320700973,32.07009733
1/15/2015,6:00:00,78.70,0.34898591,34.89859104
1/15/2015,7:00:00,81.10,0.362702101,36.27021015
1/15/2015,8:00:00,83.00,0.377823561,37.78235614
1/15/2015,9:00:00,84.60,0.385709494,38.57094944
1/15/2015,10:00:00,85.40,0.393816054,39.38160539
1/15/2015,11:00:00,85.90,0.415046096,41.50460958
1/15/2015,12:00:00,87.80,0.429172099,42.91720986
1/15/2015,13:00:00,90.90,0.43902421,43.902421
1/15/2015,14:00:00,92.70,0.440215409,44.02154088
1/15/2015,15:00:00,93.40,0.450005054,45.00050545
1/15/2015,16:00:00,93.40,0.447611511,44.76115108
1/15/2015,17:00:00,93.40,0.443315953,44.3315953
1/15/2015,18:00:00,94.60,0.434037477,43.40374768
1/15/2015,19:00:00,94.10,0.404357642,40.43576419
1/15/2015,20:00:00,94.20,0.372589201,37.25892007
1/15/2015,21:00:00,92.30,0.358813286,35.88132858
1/15/2015,22:00:00,90.60,0.326648742,32.6648742
1/15/2015,23:00:00,90.20,0.313420564,31.34205639
1/16/2015,0:00:00,87.20,0.302669376,30.26693761
1/16/2015,1:00:00,86.70,0.267717928,26.77179277
1/16/2015,2:00:00,84.20,0.264615357,26.46153569
1/16/2015,3:00:00,79.60,0.263739198,26.37391984
1/16/2015,4:00:00,76.60,0.245182514,24.51825142
1/16/2015,5:00:00,72.00,0.246225193,24.62251931
1/16/2015,6:00:00,68.60,0.269194543,26.91945434
1/16/2015,7:00:00,68.60,0.282218844,28.22188437
1/16/2015,8:00:00,70.60,0.301019728,30.10197282
1/16/2015,9:00:00,71.20,0.344783932,34.4783932
1/16/2015,10:00:00,71.10,0.334144056,33.41440558
1/16/2015,11:00:00,70.60,0.356480271,35.64802706
1/16/2015,12:00:00,69.70,0.368750542,36.87505424
1/16/2015,13:00:00,71.20,0.381560266,38.1560266
1/16/2015,14:00:00,73.30,0.364996672,36.49966717
1/16/2015,15:00:00,75.50,0.412470907,41.2470907
1/16/2015,16:00:00,76.30,0.423175722,42.31757224
1/16/2015,17:00:00,79.80,0.434447378,43.44473779
1/16/2015,18:00:00,83.30,0.458096504,45.80965042
1/16/2015,19:00:00,86.90,0.472300828,47.23008275
1/16/2015,20:00:00,89.60,0.487955183,48.79551828
1/16/2015,21:00:00,91.80,0.506182015,50.61820149
1/16/2015,22:00:00,95.60,0.511061847,51.10618472
1/16/2015,23:00:00,95.90,0.533101559,53.31015587
1/17/2015,0:00:00,98.70,0.554776371,55.47763705
1/17/2015,1:00:00,99.70,0.529328763,52.93287635
1/17/2015,2:00:00,99.20,0.469323486,46.93234861
1/17/2015,3:00:00,97.10,0.476195216,47.61952162
1/17/2015,4:00:00,96.00,0.443120539,44.31205392
1/17/2015,5:00:00,92.80,0.394950688,39.49506879
1/17/2015,6:00:00,89.80,0.342064112,34.20641124
1/17/2015,7:00:00,85.30,0.273713738,27.37137377
1/17/2015,8:00:00,79.40,0.234427691,23.44276905
1/17/2015,9:00:00,73.40,0.20597063,20.597063
1/17/2015,10:00:00,67.90,0.17600584,17.60058403
1/17/2015,11:00:00,64.10,0.138692126,13.86921257
1/17/2015,12:00:00,60.70,0.10485214,10.48521399
1/17/2015,13:00:00,56.10,0.094900578,9.490057826
1/17/2015,14:00:00,54.10,0.08168529,8.168528974
1/17/2015,15:00:00,52.50,0.114188246,11.41882464
1/17/2015,16:00:00,53.00,0.142288849,14.22888488
1/17/2015,17:00:00,55.20,0.176565126,17.65651256
1/17/2015,18:00:00,58.60,0.222024694,22.20246941
1/17/2015,19:00:00,61.80,0.273799866,27.37998664
1/17/2015,20:00:00,67.30,0.334722459,33.47224593
1/17/2015,21:00:00,76.20,0.394345462,39.43454623
1/17/2015,22:00:00,86.00,0.448037475,44.80374753
1/17/2015,23:00:00,93.60,0.520030677,52.00306773
1/18/2015,0:00:00,100.00,0.600893617,60.08936167
1/18/2015,1:00:00,106.30,0.64926815,64.92681503
1/18/2015,2:00:00,113.00,0.668953598,66.89535975
1/18/2015,3:00:00,117.80,0.695174813,69.51748133
1/18/2015,4:00:00,119.50,0.69035089,69.03508902
1/18/2015,5:00:00,119.60,0.693309426,69.33094263
1/18/2015,6:00:00,117.10,0.680773854,68.07738543
1/18/2015,7:00:00,113.50,0.649076343,64.90763426
1/18/2015,8:00:00,110.40,0.608272433,60.82724333
1/18/2015,9:00:00,106.20,0.573203862,57.32038617
1/18/2015,10:00:00,102.00,0.514358222,51.43582225
1/18/2015,11:00:00,95.40,0.45285821,45.28582096
1/18/2015,12:00:00,88.20,0.402681738,40.26817381
1/18/2015,13:00:00,81.10,0.36507678,36.50767803
1/18/2015,14:00:00,75.20,0.327203721,32.72037208
1/18/2015,15:00:00,71.00,0.297097117,29.70971167
1/18/2015,16:00:00,67.70,0.2605353,26.05352998
1/18/2015,17:00:00,66.10,0.229546666,22.95466661
1/18/2015,18:00:00,65.50,0.203551695,20.35516948
1/18/2015,19:00:00,65.80,0.196188599,19.61885989
1/18/2015,20:00:00,67.50,0.201634631,20.16346306
1/18/2015,21:00:00,70.00,0.222315058,22.23150581
1/18/2015,22:00:00,73.90,0.238492012,23.8492012
1/18/2015,23:00:00,77.70,0.243720144,24.3720144
1/19/2015,0:00:00,81.00,0.254786283,25.47862828
1/19/2015,1:00:00,83.20,0.265715599,26.57155991
1/19/2015,2:00:00,84.70,0.284123451,28.41234505
1/19/2015,3:00:00,84.80,0.312747568,31.27475679
1/19/2015,4:00:00,83.70,0.3327519,33.27519
1/19/2015,5:00:00,82.90,0.344265491,34.42654908
1/19/2015,6:00:00,81.60,0.34740001,34.74000096
1/19/2015,7:00:00,80.30,0.339599162,33.95991623
1/19/2015,8:00:00,78.20,0.333281428,33.32814276
1/19/2015,9:00:00,76.40,0.332384735,33.23847353
1/19/2015,10:00:00,74.80,0.326208502,32.62085021
1/19/2015,11:00:00,73.40,0.308368087,30.83680868
1/19/2015,12:00:00,72.20,0.288340688,28.83406878
1/19/2015,13:00:00,70.00,0.268125802,26.81258023
1/19/2015,14:00:00,68.20,0.251488984,25.14889836
1/19/2015,15:00:00,66.70,0.238075584,23.80755842
1/19/2015,16:00:00,65.80,0.222631291,22.26312906
1/19/2015,17:00:00,64.80,0.201479197,20.14791965
1/19/2015,18:00:00,64.10,0.190318316,19.03183162
1/19/2015,19:00:00,63.30,0.182514608,18.25146079
1/19/2015,20:00:00,63.20,0.177516237,17.75162369
1/19/2015,21:00:00,64.60,0.177780271,17.77802706
1/19/2015,22:00:00,65.50,0.174264193,17.42641926
1/19/2015,23:00:00,66.80,0.167165264,16.71652645
1/20/2015,0:00:00,68.00,0.164753065,16.47530645
1/20/2015,1:00:00,68.30,0.160752892,16.07528925
1/20/2015,2:00:00,67.90,0.158482343,15.8482343
1/20/2015,3:00:00,66.80,0.159214318,15.92143178
1/20/2015,4:00:00,65.10,0.158750117,15.87501168
1/20/2015,5:00:00,63.90,0.153891951,15.38919508
1/20/2015,6:00:00,62.30,0.153744459,15.37444592
1/20/2015,7:00:00,60.30,0.150231555,15.02315551
1/20/2015,8:00:00,58.90,0.144579574,14.45795745
1/20/2015,9:00:00,57.30,0.140736222,14.07362223
1/20/2015,10:00:00,56.50,0.133889407,13.38894069
1/20/2015,11:00:00,54.70,0.121820778,12.18207777
1/20/2015,12:00:00,53.60,0.113460578,11.3460578
1/20/2015,13:00:00,52.20,0.102480173,10.24801731
1/20/2015,14:00:00,51.60,0.091296986,9.129698575
1/20/2015,15:00:00,51.10,0.079736196,7.97361955
1/20/2015,16:00:00,49.60,0.067628272,6.762827188
1/20/2015,17:00:00,49.10,0.055160958,5.516095832
1/20/2015,18:00:00,49.20,0.050131571,5.013157055
1/20/2015,19:00:00,49.00,0.045247104,4.524710402
1/20/2015,20:00:00,49.10,0.040781446,4.07814458
1/20/2015,21:00:00,48.90,0.038347274,3.834727407
1/20/2015,22:00:00,49.40,0.035447843,3.544784337
